,brand,model,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,is_exchangeable,number_of_photos,views,duration_listed_days,price_eur,engine_type_automatic,engine_type_manual,engine_fuel_gasoline,engine_fuel_diesel,engine_fuel_petrol,engine_fuel_hybrid-petrol,engine_fuel_hybrid-diesel
6919,Citroen,Xantia,mechanical,other,1.4787563374565085,-1.2691131546195207,gas,1,gasoline,-0.0955241074541198,hatchback,0,owned,front,0,-1.1293172109746275,-0.1480592709736351,0.2614454895839889,-0.9896557822234237,0,0,1,0,0,0,0
6923,Citroen,C1,automatic,green,-1.1874363362354623,0.6883408525458442,gasoline,0,gasoline,-1.5681455958181885,hatchback,0,owned,front,0,1.0059627978880918,1.1730919220559737,0.8047317066074015,-0.2728340563337062,0,0,1,0,0,0,0
6926,Citroen,C4 Picasso,automatic,black,-0.08236963595523751,0.8188377863568685,diesel,0,diesel,-0.684572702799747,minivan,0,owned,front,0,-1.1293172109746275,-0.3302870217363397,-0.12152676176038388,0.09354149245437163,0,0,0,1,0,0,0
6927,Citroen,Xantia,mechanical,green,0.9349933579535408,-1.008119286997472,gasoline,0,gasoline,-0.0955241074541198,hatchback,0,owned,front,0,-0.4723079774784062,-0.3530654905816778,-0.39762303598539683,-0.9418676671641091,0,0,1,0,0,0,0
6929,Citroen,Xantia,mechanical,silver,0.44385260227344087,-0.7471254193754233,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.38871670455878354,-0.9418676671641091,0,0,1,0,0,0,0
6933,Citroen,Xantia,mechanical,blue,0.9700748405021193,-0.7471254193754233,gas,1,gasoline,-0.39004840512693345,universal,0,owned,front,0,-1.4578218277227382,-0.3530654905816778,-0.38871670455878354,-0.7905386361429465,0,0,1,0,0,0,0
6936,Citroen,Xantia,mechanical,red,0.9437637285906854,-0.6166284855643991,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,-0.6365602858524616,-0.2619516152003255,0.3416024724235088,-0.8383267512022611,0,0,1,0,0,0,0
6938,Citroen,C5,mechanical,blue,-1.090962259226871,0.9493347201678929,gasoline,0,gasoline,-0.684572702799747,sedan,0,owned,front,0,-0.30805566910435084,0.07972541747974571,0.09222519247833581,0.3484114394373823,0,0,1,0,0,0,0
6939,Citroen,C5,mechanical,white,0.09303777678765529,0.4273469849237956,diesel,0,diesel,-0.684572702799747,hatchback,0,owned,front,1,-0.800812594226517,-0.30750855289100165,-0.20168374459990376,-0.30628573687522637,0,0,0,1,0,0,0
6940,Citroen,C5,mechanical,silver,1.7506378272079923,-0.35563461794235035,diesel,0,diesel,-0.0955241074541198,hatchback,0,owned,front,0,-0.6365602858524616,-0.17083773981897318,-0.22840273887974372,-0.47195120241418326,0,0,0,1,0,0,0
6947,Citroen,C-Crosser,mechanical,black,-0.41564372016673384,0.6883408525458442,diesel,0,diesel,0.19900019021869417,suv,0,owned,all,0,-1.1293172109746275,-0.30750855289100165,0.0833188610517225,0.8103632183440891,0,0,0,1,0,0,0
6958,Citroen,Evasion,mechanical,grey,1.6717044914736905,-0.6166284855643991,gasoline,0,gasoline,-0.39004840512693345,minivan,0,owned,front,0,0.18470125601781515,-0.17083773981897318,-0.07699510462731728,-0.6073508617489076,0,0,1,0,0,0,0
6961,Citroen,C4 Picasso,automatic,grey,-0.6085918741839159,0.9493347201678929,gasoline,0,gasoline,-0.684572702799747,minivan,0,owned,front,0,1.1702151062621473,-0.3530654905816778,-0.3530913788523302,0.14132960751368612,0,0,1,0,0,0,0
6962,Citroen,C3,mechanical,black,0.2684451895305481,-0.22513768413132607,diesel,0,diesel,-0.979097000472561,hatchback,0,owned,front,1,-0.800812594226517,-0.3302870217363397,-0.21059007602651708,-0.6073508617489076,0,0,0,1,0,0,0
6963,Citroen,Xsara,mechanical,blue,-0.47703631462674634,-0.35563461794235035,gasoline,0,gasoline,-0.684572702799747,universal,0,owned,front,0,-0.800812594226517,0.03416847978906955,-0.14824575604022383,-0.7029270918675367,0,0,1,0,0,0,0
6965,Citroen,C3 Picasso,mechanical,white,-0.7927696575639533,1.4713224554119901,diesel,0,diesel,-0.684572702799747,universal,0,owned,front,0,0.18470125601781515,-0.0341669267469447,0.07441252962510916,0.5714226430475167,0,0,0,1,0,0,0
6970,Citroen,Xantia,mechanical,green,0.09303777678765529,-0.6166284855643991,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,0.0204489476437598,-0.17083773981897318,-0.15715208746683715,-0.8462914370454802,0,0,1,0,0,0,0
6971,Citroen,C4,mechanical,brown,0.040415552964787445,0.1663531173017469,diesel,0,diesel,-0.684572702799747,hatchback,0,owned,front,0,-0.14380336073029554,-0.3530654905816778,-0.34418504742571693,-0.6232802334353458,0,0,0,1,0,0,0
6973,Citroen,Xantia,mechanical,green,0.5315563086448873,-0.7471254193754233,diesel,0,diesel,-0.24278625629052678,universal,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.34418504742571693,-0.8144326936726037,0,0,0,1,0,0,0
6976,Citroen,Xsara,mechanical,grey,0.7069637213877801,-0.6166284855643991,gasoline,0,gasoline,-0.684572702799747,universal,0,owned,front,1,-1.1293172109746275,-0.3530654905816778,-0.3352787159991036,-0.7507152069268511,0,0,1,0,0,0,0
6979,Citroen,C-ELYSÉE,mechanical,grey,-1.9767696935784798,1.7323163230340388,gasoline,0,gasoline,-0.684572702799747,sedan,0,owned,front,0,-0.14380336073029554,-0.3530654905816778,-0.3263723845724903,0.7785044749712128,0,0,1,0,0,0,0
6980,Citroen,C4,automatic,black,-1.143584483049739,1.340825521600966,gasoline,0,gasoline,-0.684572702799747,sedan,0,owned,front,0,1.1702151062621473,-0.23917314635498743,0.19019483817108235,0.25124227215010947,0,0,1,0,0,0,0
6981,Citroen,C4,mechanical,blue,-0.5208881678124695,0.6883408525458442,gasoline,0,gasoline,-0.979097000472561,hatchback,0,owned,front,0,1.991476648132424,0.03416847978906955,0.09222519247833581,0.07761212076793346,0,0,1,0,0,0,0
6982,Citroen,Xsara,mechanical,white,0.41050765311101695,-0.6166284855643991,gasoline,0,gasoline,-0.979097000472561,universal,0,owned,front,0,-0.800812594226517,-0.23917314635498743,0.11003785533156245,-0.830362065359042,0,0,1,0,0,0,0
6984,Citroen,Xsara,mechanical,other,1.4085933723593513,-0.6166284855643991,diesel,0,diesel,-0.0955241074541198,hatchback,0,owned,front,0,2.8127381900027,-0.3530654905816778,-0.3263723845724903,-0.3365515430794589,0,0,0,1,0,0,0
6985,Citroen,C4 Grand Picasso,automatic,black,0.7420452039363586,0.4273469849237956,diesel,0,diesel,-0.0955241074541198,minivan,0,owned,front,0,-0.4723079774784062,-0.19361620866431128,-0.1393394246136105,0.06168274908149529,0,0,0,1,0,0,0
6986,Citroen,Xantia,mechanical,silver,2.1102230233309225,-0.6166284855643991,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,-0.14380336073029554,-0.3530654905816778,-0.3263723845724903,-0.8144326936726037,0,0,1,0,0,0,0
6988,Citroen,C4 Grand Picasso,mechanical,other,-0.8103103988382426,0.8188377863568685,diesel,0,diesel,-0.684572702799747,minivan,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.31746605314587695,-0.3365515430794589,0,0,0,1,0,0,0
6990,Citroen,C5,mechanical,grey,0.6280303856534784,-0.22513768413132607,gasoline,0,gasoline,-0.0955241074541198,universal,0,owned,front,0,-0.30805566910435084,-0.2847300840456636,-0.26402806458619704,-0.5277040033167169,0,0,1,0,0,0,0
6994,Citroen,Xsara,mechanical,silver,0.4000007490877177,-0.09464075032030174,diesel,0,diesel,-0.0955241074541198,universal,0,owned,front,0,-0.6365602858524616,-0.3302870217363397,-0.21059007602651708,-0.734785835240413,0,0,0,1,0,0,0
6997,Citroen,Evasion,mechanical,blue,1.171793365156446,-0.7471254193754233,gas,1,gasoline,-0.0955241074541198,minivan,0,owned,front,0,0.5132058727659258,-0.30750855289100165,-0.18387108174667713,-0.7825739502997274,0,0,1,0,0,0,0
6998,Citroen,Xantia,mechanical,blue,0.8238990730928296,-1.1386162208084964,gasoline,0,gasoline,-0.39004840512693345,liftback,0,owned,front,0,4.126756656995143,-0.3530654905816778,-0.2996533902926503,-0.9100089237912328,0,0,1,0,0,0,0
7004,Citroen,XM,mechanical,blue,-0.09377111778352555,-1.1386162208084964,gasoline,0,gasoline,-0.0955241074541198,sedan,0,owned,front,0,-0.4723079774784062,-0.23917314635498743,-0.1393394246136105,-0.7914271410970124,0,0,1,0,0,0,0
7005,Citroen,Evasion,mechanical,blue,0.3122970427162713,-0.7471254193754233,gasoline,0,gasoline,-0.0955241074541198,minivan,0,owned,front,1,-0.4723079774784062,-0.2619516152003255,0.07441252962510916,-0.4639865165709642,0,0,1,0,0,0,0
7011,Citroen,Berlingo,mechanical,yellow,1.0103571528385247,-0.22513768413132607,diesel,0,diesel,-0.24278625629052678,van,0,owned,front,0,-0.30805566910435084,-0.1480592709736351,0.3148834781436688,-0.6871570138979629,0,0,0,1,0,0,0
7014,Citroen,Xsara Picasso,mechanical,white,1.1162418375407719,-0.35563461794235035,diesel,0,diesel,-0.0955241074541198,minivan,0,owned,front,0,-0.800812594226517,-0.23917314635498743,-0.014650784641024034,-0.5117746316302786,0,0,0,1,0,0,0
7015,Citroen,C4,mechanical,silver,-0.39810297889244456,0.55784391873482,gasoline,0,gasoline,-0.684572702799747,hatchback,0,owned,front,0,-0.6365602858524616,-0.3302870217363397,-0.04136977892086399,-0.30628573687522637,0,0,1,0,0,0,0
7018,Citroen,C5,mechanical,grey,-0.5208881678124695,0.55784391873482,gasoline,0,gasoline,-0.0955241074541198,sedan,0,owned,front,0,-0.30805566910435084,-0.3530654905816778,-0.27293439601281033,0.09354149245437163,0,0,1,0,0,0,0
7019,Citroen,Berlingo,mechanical,blue,0.8472896515820943,0.03585618349072258,diesel,0,diesel,-0.24278625629052678,van,0,owned,front,0,0.18470125601781515,-0.19361620866431128,0.4662911123960952,-0.5723469524330534,0,0,0,1,0,0,0
7020,Citroen,Berlingo,mechanical,green,0.09303777678765529,-0.6166284855643991,gasoline,0,gasoline,-0.979097000472561,minivan,0,owned,front,0,-0.9650649026005722,-0.30750855289100165,0.20800750102430898,-0.7666445786132893,0,0,1,0,0,0,0
7021,Citroen,Xsara,mechanical,blue,2.0137489463223317,-0.7471254193754233,gasoline,0,gasoline,-0.979097000472561,hatchback,0,owned,front,0,0.0204489476437598,-0.3302870217363397,-0.24621540173297035,-0.9625758503564787,0,0,1,0,0,0,0
7022,Citroen,C8,mechanical,silver,1.0577785468735657,0.03585618349072258,diesel,0,diesel,0.19900019021869417,minivan,0,owned,front,0,0.18470125601781515,-0.3302870217363397,-0.07699510462731728,-0.14539908284220088,0,0,0,1,0,0,0
7025,Citroen,C4,mechanical,silver,0.09303777678765529,0.29685005111277124,diesel,0,diesel,-0.684572702799747,hatchback,0,owned,front,0,-0.4723079774784062,-0.23917314635498743,-0.1749647503200638,-0.3206221713930207,0,0,0,1,0,0,0
7026,Citroen,Xantia,mechanical,white,0.5315563086448873,-0.7471254193754233,diesel,0,diesel,-0.24278625629052678,hatchback,0,owned,front,0,-0.4723079774784062,-0.10250233328295895,0.05659986677188253,-0.9737264105369855,0,0,0,1,0,0,0
7038,Citroen,Xantia,mechanical,blue,1.8471119042165833,-1.1386162208084964,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,1,-0.30805566910435084,-0.23917314635498743,0.5108227695291618,-0.9418676671641091,0,0,1,0,0,0,0
7041,Citroen,Xsara,mechanical,silver,-0.34540182173384243,-0.7471254193754233,gasoline,0,gasoline,-0.684572702799747,hatchback,0,owned,front,0,-0.4723079774784062,-0.30750855289100165,-0.20168374459990376,-0.7507152069268511,0,0,1,0,0,0,0
7044,Citroen,Berlingo,mechanical,red,0.5315563086448873,-0.7471254193754233,gasoline,0,gasoline,-0.979097000472561,universal,0,owned,front,0,-0.9650649026005722,-0.30750855289100165,-0.07699510462731728,-0.7666445786132893,0,0,1,0,0,0,0
7052,Citroen,Berlingo,mechanical,blue,1.759408197845137,0.1663531173017469,diesel,0,diesel,-0.24278625629052678,universal,0,owned,front,0,-0.9650649026005722,-0.30750855289100165,-0.21059007602651708,-0.6392096051217839,0,0,0,1,0,0,0
7053,Citroen,C5,mechanical,other,0.09303777678765529,-0.35563461794235035,diesel,0,diesel,0.19900019021869417,liftback,0,owned,front,0,-1.293569519348683,-0.23917314635498743,0.020974541065429248,-0.4639865165709642,0,0,0,1,0,0,0
7054,Citroen,Xantia,mechanical,green,1.320889665987905,-1.399610088430545,gas,1,gasoline,-0.39004840512693345,hatchback,0,owned,front,1,-0.800812594226517,-0.3302870217363397,-0.06808877320070396,-0.8940795521047946,0,0,1,0,0,0,0
7055,Citroen,Xsara,mechanical,red,-0.08236963595523751,-0.7471254193754233,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,1.8272243397583685,-0.30750855289100165,-0.1393394246136105,-0.7825739502997274,0,0,1,0,0,0,0
7057,Citroen,Xantia,mechanical,other,0.46139334354773015,-1.1386162208084964,gas,1,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,0.18470125601781515,-0.3530654905816778,-0.22840273887974372,-0.9577970388505472,0,0,1,0,0,0,0
7063,Citroen,C5,mechanical,black,0.5578674205563212,0.8188377863568685,diesel,0,diesel,-0.684572702799747,sedan,0,owned,front,0,-0.9650649026005722,-0.2847300840456636,-0.1304330931869972,0.09354149245437163,0,0,0,1,0,0,0
7064,Citroen,Berlingo,mechanical,white,0.3561488959019945,0.8188377863568685,gas,1,gasoline,-0.979097000472561,minivan,0,owned,front,0,-0.800812594226517,-0.2619516152003255,0.04769353534526921,-0.4639865165709642,0,0,1,0,0,0,0
7066,Citroen,C2,automatic,black,-0.8541622520239659,0.4273469849237956,gasoline,0,gasoline,-0.979097000472561,sedan,0,owned,front,0,-0.800812594226517,-0.3530654905816778,-0.2194964074531304,-0.448057144884526,0,0,1,0,0,0,0
7070,Citroen,C5,mechanical,green,0.9262229873163961,-0.22513768413132607,gasoline,0,gasoline,-0.0955241074541198,hatchback,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.21059007602651708,-0.543633375003155,0,0,1,0,0,0,0
7073,Citroen,Xantia,mechanical,silver,1.4085933723593513,-0.4861315517533747,diesel,0,diesel,-0.0955241074541198,universal,0,owned,front,0,0.3489535643918705,0.07972541747974571,0.10113152390494913,-0.6949624060243176,0,0,0,1,0,0,0
7077,Citroen,C3 Picasso,mechanical,white,-0.7489178043782302,0.8188377863568685,gasoline,0,gasoline,-0.979097000472561,minivan,0,owned,front,0,-0.4723079774784062,-0.3530654905816778,-0.21059007602651708,0.17318835088656243,0,0,1,0,0,0,0
7080,Citroen,C8,automatic,silver,0.3736896371762838,0.29685005111277124,gas,1,gasoline,-0.0955241074541198,minivan,0,owned,front,0,1.0059627978880918,-0.1480592709736351,0.03878720391865589,0.17318835088656243,0,0,1,0,0,0,0
7084,Citroen,C5,mechanical,silver,0.18074148315910168,-0.09464075032030174,diesel,0,diesel,-0.0955241074541198,universal,0,owned,front,0,-1.4578218277227382,-0.30750855289100165,-0.05027611034747732,-0.4161984015116497,0,0,0,1,0,0,0
7085,Citroen,C5,mechanical,white,1.1454822532450122,-0.35563461794235035,diesel,0,diesel,-0.0955241074541198,hatchback,0,owned,front,0,0.6774581811399811,-0.3530654905816778,-0.20168374459990376,-0.4639865165709642,0,0,0,1,0,0,0
7086,Citroen,C8,mechanical,silver,0.30352667207912665,0.03585618349072258,diesel,0,diesel,0.19900019021869417,minivan,0,owned,front,0,-0.4723079774784062,-0.3530654905816778,-0.20168374459990376,0.013894634022180791,0,0,0,1,0,0,0
7088,Citroen,C3,automatic,red,-0.7839992869268088,-0.09464075032030174,gasoline,0,gasoline,-0.979097000472561,hatchback,0,owned,front,0,-0.800812594226517,-0.3530654905816778,-0.20168374459990376,-0.6710683484946603,0,0,1,0,0,0,0
7093,Citroen,C5,mechanical,grey,0.10180814742479993,-0.35563461794235035,gasoline,0,gasoline,-0.39004840512693345,liftback,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.20168374459990376,-0.448057144884526,0,0,1,0,0,0,0
7096,Citroen,Xantia,mechanical,red,0.09303777678765529,-1.399610088430545,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,1.1702151062621473,-0.21639467750964936,0.17238217531785568,-0.9737264105369855,0,0,1,0,0,0,0
7097,Citroen,Berlingo,mechanical,blue,-0.8453918813868212,0.9493347201678929,gasoline,0,gasoline,-0.684572702799747,minivan,0,owned,front,0,-1.293569519348683,-0.2847300840456636,-0.05027611034747732,0.3165526960645059,0,0,1,0,0,0,0
7104,Citroen,Jumpy,mechanical,black,0.09303777678765529,0.55784391873482,hybrid-petrol,0,gasoline,-0.0955241074541198,minivan,0,owned,front,0,-0.30805566910435084,-0.21639467750964936,0.3683214667033487,0.49177578461532573,0,0,0,0,0,1,0
7106,Citroen,C8,automatic,white,0.44385260227344087,0.1663531173017469,gasoline,0,gasoline,-0.0955241074541198,minivan,0,owned,front,0,-0.6365602858524616,-0.3530654905816778,-0.19277741317329045,-0.1772578262150772,0,0,1,0,0,0,0
7119,Citroen,Berlingo,mechanical,blue,0.2070525950705356,-0.35563461794235035,diesel,0,diesel,-0.0955241074541198,minivan,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.18387108174667713,-0.7234388128091068,0,0,0,1,0,0,0
7121,Citroen,Xantia,mechanical,black,2.7153785972939026,-0.8776223531864477,diesel,0,diesel,-0.24278625629052678,hatchback,0,owned,front,1,-0.6365602858524616,-0.3530654905816778,-0.18387108174667713,-0.9100089237912328,0,0,0,1,0,0,0
7122,Citroen,C5,automatic,red,-0.5208881678124695,0.8188377863568685,gasoline,0,gasoline,-0.684572702799747,sedan,0,owned,front,0,-0.30805566910435084,-0.3302870217363397,-0.1304330931869972,0.27672926684841054,0,0,1,0,0,0,0
7124,Citroen,C4 Picasso,automatic,blue,0.04918592360193209,0.4273469849237956,gasoline,0,gasoline,-0.0955241074541198,hatchback,0,owned,front,1,-0.14380336073029554,0.05694694863440763,0.42175945526302866,-0.16132845452863903,0,0,1,0,0,0,0
7125,Citroen,C3,automatic,black,-0.9944881822182802,0.8188377863568685,gasoline,0,gasoline,-0.684572702799747,hatchback,0,owned,front,1,-0.30805566910435084,-0.30750855289100165,-0.1304330931869972,-0.057787538566790954,0,0,1,0,0,0,0
7128,Citroen,Xantia,mechanical,green,1.0577785468735657,-0.8776223531864477,gasoline,0,gasoline,-0.0955241074541198,universal,0,owned,front,0,1.8272243397583685,0.05694694863440763,0.45738478096948193,-0.9418676671641091,0,0,1,0,0,0,0
7130,Citroen,Xantia,mechanical,green,1.0577785468735657,-1.008119286997472,diesel,0,diesel,-0.24278625629052678,hatchback,0,owned,front,0,-0.4723079774784062,-0.3530654905816778,-0.1749647503200638,-0.9577970388505472,0,0,0,1,0,0,0
7133,Citroen,Xsara Picasso,mechanical,grey,0.7508155745735033,-0.4861315517533747,diesel,0,diesel,-0.0955241074541198,hatchback,0,owned,front,0,-0.30805566910435084,-0.23917314635498743,0.09222519247833581,-0.5117746316302786,0,0,0,1,0,0,0
7142,Citroen,Jumper,mechanical,white,0.09303777678765529,-0.35563461794235035,diesel,0,diesel,0.6407866367279145,van,0,owned,front,0,-0.800812594226517,-0.3530654905816778,-0.1660584188934505,-0.5914214900624695,0,0,0,1,0,0,0
7143,Citroen,C4 Picasso,automatic,other,0.08426740615051065,0.9493347201678929,gasoline,0,gasoline,-0.684572702799747,minivan,0,owned,front,0,0.0204489476437598,-0.3530654905816778,-0.1660584188934505,0.22097646594587694,0,0,1,0,0,0,0
7144,Citroen,C5,mechanical,brown,0.24213407761911415,0.29685005111277124,gasoline,0,gasoline,-0.39004840512693345,liftback,0,owned,front,0,-1.293569519348683,-0.30750855289100165,0.05659986677188253,-0.12150502531254362,0,0,1,0,0,0,0
7145,Citroen,Berlingo,mechanical,white,1.4085933723593513,-0.09464075032030174,diesel,0,diesel,-0.24278625629052678,minivan,0,owned,front,0,-0.30805566910435084,-0.10250233328295895,0.012068209638815927,-0.3365515430794589,0,0,0,1,0,0,0
7146,Citroen,C5,mechanical,silver,0.2509044482562588,0.6883408525458442,diesel,0,diesel,-0.684572702799747,sedan,0,owned,front,0,-0.30805566910435084,-0.3302870217363397,-0.10371409890715724,0.4121289261831349,0,0,0,1,0,0,0
7147,Citroen,Evasion,mechanical,silver,0.9700748405021193,-0.7471254193754233,gasoline,0,gasoline,-0.39004840512693345,minivan,0,owned,front,1,0.0204489476437598,-0.3530654905816778,-0.15715208746683715,-0.543633375003155,0,0,1,0,0,0,0
7149,Citroen,C3,mechanical,red,-1.1348141124125943,0.9493347201678929,gasoline,0,gasoline,-0.979097000472561,hatchback,0,owned,front,0,-1.1293172109746275,-0.3530654905816778,-0.15715208746683715,-0.06575222441001004,0,0,1,0,0,0,0
7154,Citroen,Xantia,mechanical,silver,1.44367485490793,-0.7471254193754233,gasoline,0,gasoline,-0.0955241074541198,hatchback,0,owned,front,0,-1.293569519348683,-0.3530654905816778,-0.15715208746683715,-0.8971910893742122,0,0,1,0,0,0,0
7155,Citroen,Xantia,automatic,black,-0.34548075506957676,-0.7471254193754233,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,-0.6365602858524616,-0.3530654905816778,-0.14824575604022383,-0.9020442379480137,0,0,1,0,0,0,0
7156,Citroen,Xantia,mechanical,blue,0.29055529390678975,-0.7471254193754233,gasoline,0,gasoline,-0.0955241074541198,universal,0,owned,front,0,1.8272243397583685,0.6491871386131978,0.626605078075135,-0.8622208087319183,0,0,1,0,0,0,0
7159,Citroen,Xsara Picasso,mechanical,silver,1.4085933723593513,-0.22513768413132607,diesel,0,diesel,-0.0955241074541198,hatchback,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.1393394246136105,-0.4639865165709642,0,0,0,1,0,0,0
7161,Citroen,C3,mechanical,other,-0.8453918813868212,0.8188377863568685,diesel,0,diesel,-0.979097000472561,hatchback,0,owned,front,0,1.3344674146362026,-0.3530654905816778,-0.1393394246136105,-0.19462438121366957,0,0,0,1,0,0,0
7163,Citroen,Xantia,mechanical,silver,0.5227859380077426,-0.6166284855643991,diesel,0,diesel,-0.24278625629052678,universal,0,owned,front,1,-0.800812594226517,-0.21639467750964936,-0.032463447494250675,-0.8781501804183565,0,0,0,1,0,0,0
7164,Citroen,C5,mechanical,silver,1.268267442165037,-0.22513768413132607,diesel,0,diesel,0.19900019021869417,universal,0,owned,front,0,-0.6365602858524616,-0.3530654905816778,-0.1393394246136105,-0.35248091476589705,0,0,0,1,0,0,0
7167,Citroen,C4,mechanical,red,-0.4945770559010356,0.1663531173017469,gasoline,0,gasoline,-0.684572702799747,hatchback,0,owned,front,0,-0.800812594226517,-0.3530654905816778,-0.1304330931869972,-0.11354033946932453,0,0,1,0,0,0,0
7169,Citroen,C2,automatic,black,-0.37179186698101063,0.03585618349072258,gasoline,0,gasoline,-0.684572702799747,hatchback,0,owned,front,0,-0.9650649026005722,-0.3302870217363397,-0.023557116067637354,-0.5038099457870595,0,0,1,0,0,0,0
7172,Citroen,Xsara Picasso,mechanical,grey,0.4000007490877177,-0.22513768413132607,diesel,0,diesel,-0.0955241074541198,minivan,0,owned,front,0,-0.4723079774784062,-0.3530654905816778,-0.12152676176038388,-0.3206221713930207,0,0,0,1,0,0,0
7173,Citroen,Xantia,mechanical,green,2.3733341424452616,-0.7471254193754233,diesel,0,diesel,-0.24278625629052678,hatchback,0,owned,front,0,-0.6365602858524616,-0.3530654905816778,-0.12152676176038388,-0.7989829730669461,0,0,0,1,0,0,0
7174,Citroen,C-ELYSÉE,mechanical,brown,-1.5847341260981145,1.2103285877899415,gasoline,0,gasoline,-1.2736212981453747,sedan,0,owned,front,0,-0.14380336073029554,-0.3530654905816778,-0.12152676176038388,0.20504709425943876,0,0,1,0,0,0,0
7177,Citroen,C5,automatic,blue,-0.3086013465403835,-0.22513768413132607,diesel,0,diesel,-0.0955241074541198,sedan,0,owned,front,0,-0.9650649026005722,-0.10250233328295895,1.5350508835896937,-0.6073508617489076,0,0,0,1,0,0,0
7180,Citroen,XM,mechanical,silver,0.15443037124766776,-1.399610088430545,diesel,0,diesel,0.051738041382287187,hatchback,0,owned,front,0,-0.30805566910435084,-0.3302870217363397,-0.09480776748054391,-0.9100089237912328,0,0,0,1,0,0,0
7181,Citroen,Xantia,mechanical,green,1.6278526382879672,-0.6166284855643991,diesel,0,diesel,-0.24278625629052678,hatchback,0,owned,front,1,-0.14380336073029554,-0.21639467750964936,0.2169138324509223,-0.8510702485514116,0,0,0,1,0,0,0
7182,Citroen,Berlingo,mechanical,silver,0.44385260227344087,-0.35563461794235035,diesel,0,diesel,-0.0955241074541198,universal,0,owned,front,0,-0.6365602858524616,-0.3530654905816778,-0.11262043033377056,-0.4639865165709642,0,0,0,1,0,0,0
7183,Citroen,Xsara Picasso,mechanical,white,0.44385260227344087,0.1663531173017469,diesel,0,diesel,-0.0955241074541198,hatchback,0,owned,front,0,0.18470125601781515,-0.10250233328295895,0.7067620609146549,-0.5117746316302786,0,0,0,1,0,0,0
7184,Citroen,Xsara,mechanical,blue,0.8823711341306729,-0.4861315517533747,gasoline,0,gasoline,-0.684572702799747,hatchback,0,owned,front,1,0.18470125601781515,-0.3530654905816778,-0.10371409890715724,-0.3365515430794589,0,0,1,0,0,0,0
7185,Citroen,Xantia,mechanical,blue,0.5315563086448873,-1.008119286997472,diesel,0,diesel,0.051738041382287187,universal,0,owned,front,0,1.6629720313843133,-0.3302870217363397,-0.0859014360539306,-0.8940795521047946,0,0,0,1,0,0,0
7186,Citroen,C5,mechanical,black,1.2331859596164585,-0.35563461794235035,diesel,0,diesel,0.19900019021869417,sedan,0,owned,front,1,0.3489535643918705,-0.3530654905816778,-0.09480776748054391,-0.5595627466895932,0,0,0,1,0,0,0
7187,Citroen,C5,mechanical,blue,-0.7576881750153748,0.8188377863568685,gasoline,0,gasoline,-0.684572702799747,sedan,0,owned,front,0,-0.14380336073029554,-0.3302870217363397,-0.07699510462731728,0.22097646594587694,0,0,1,0,0,0,0
7189,Citroen,Xantia,mechanical,green,0.7508155745735033,-0.6166284855643991,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,-0.30805566910435084,-0.3530654905816778,-0.09480776748054391,-0.6710683484946603,0,0,1,0,0,0,0
7194,Citroen,Xsara Picasso,mechanical,violet,-0.2396136111086038,0.29685005111277124,gasoline,0,gasoline,-0.684572702799747,minivan,0,owned,front,0,-0.6365602858524616,1.1275349843652975,1.3480179236308139,-0.3367108367963232,0,0,1,0,0,0,0
7196,Citroen,Xsara,mechanical,blue,-0.08236963595523751,-0.6166284855643991,diesel,0,diesel,-0.24278625629052678,hatchback,0,owned,front,0,-0.9650649026005722,-0.3530654905816778,-0.0859014360539306,-0.7985033219861656,0,0,0,1,0,0,0
7201,Citroen,Xantia,mechanical,silver,-0.22269556614955177,-0.8776223531864477,gasoline,0,gasoline,-0.39004840512693345,hatchback,0,owned,front,0,-0.4723079774784062,-0.3302870217363397,-0.014650784641024034,-0.9577970388505472,0,0,1,0,0,0,0
7206,Citroen,C3,automatic,grey,-1.9899252495341968,1.862813256845063,gasoline,0,gasoline,-1.2736212981453747,suv,0,owned,front,0,-0.800812594226517,-0.3302870217363397,-0.04136977892086399,2.005066094826952,0,0,1,0,0,0,0
